ISBN,Title,Author,Year-Of-Publication,Publisher,Genre,Description,Average_rating,Ratings_count,Image-URL-S,Image-URL-M,Image-URL-L
1559212004,House of Illusions: A Novel,Pauline Gedge,1997,Moyer Bell Ltd.,Historical,"Pauline Gedge is a master at recreating the golden age in Egypt. Her heroine, Thu, a peasant girl from the village of Aswat, possesses both beauty and intelligence. To her good fortune Thu is found and brought to the center of society. She is chosen and trained for the court of Pharaoh Ramses. Her talent and guile win her a post in the harem. , Thu rises in favor, is betrayed in a court intrigue that threatens her life and falls from grace. Pharaoh spares her life but banishes her to serve the priests at the lowly temple of Wepwawet near the first cataract. , House of Illusions opens on Gedge's vividly recreated Egypt, sixteen years after Thu's banishment. During her exile she writes an account of her court life and the betrayal for which she seeks revenge.",4.14,947,http://images.amazon.com/images/P/1559212004.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1559212004.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1559212004.01.LZZZZZZZ.jpg
1577662318,The Persecution and Assassination of Jean-Paul Marat As Performed by the Inmates of the Asylum of Charenton Under the Direction of The Marquis de Sade (or Marat Sade),Peter Weiss,2001,Waveland Pr Inc,Fiction,"This extraordinary play, which swept across Europe before coming to America, is based on two historical truths: the infamous Marquis de Sade was confined in the lunatic asylum of Charenton, where he staged plays; and the revolutionary Jean-Paul Marat was stabbed in a bathtub by Charlotte Corday at the height of the Terror during the French Revolution. But this play-within-a-play is not historical drama. Its thought is as modern as today's police states and The Bomb; its theatrical impact has everywhere been called a major innovation. It is total theatre: philosophically problematic, visually terrifying. It engages the eye, the ear, and the mind with every imaginable dramatic device, technique, and stage picture, even including song and dance. All the forces and elements possible to the stage are fused in one overwhelming experience. This is theatre such as has rarely been seen before. The play is basically concerned with the problem of revolution. Are the same things true for the masses and for their leaders? And where, in modern times, lie the borderlines of sanity?",4.03,4321,http://images.amazon.com/images/P/1577662318.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1577662318.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1577662318.01.LZZZZZZZ.jpg
1555834507,"AimÃ©e &amp; Jaguar: A Love Story, Berlin 1943",Erica Fischer,1998,Alyson Publications,Biography,"Unique, moving, and true - this radiant love story is set against the horrific backdrop of World War II Nazi Germany. When Lilly ""Aimee"" Wust, a gentile mother of four and wife of a Nazi officer, met Felice ""Jaguar"" Schragenheim, a Jew living underground in Berlin, neither could have guessed that their brief initial encounter would develop into a blazing, devoted love. As the Nazi stranglehold closed in on them, Lilly and Felice found themselves fighting insurmountable odds to stay together. Extraordinarily passionate and heartrending, this is a rare and personal look at the love and strength of two women whose commitment to each other defied the brutality of their time.",4.03,3823,http://images.amazon.com/images/P/1555834507.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1555834507.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1555834507.01.LZZZZZZZ.jpg
2253013455,La Maison Tellier,Guy De Maupassant,0,Livre De Poche French,Classics,"""FermÃ© pour cause de premiÃ¨re communion"" : un tel avis, sur la porte d'une maison close, n'est pas chose courante, et les habituÃ©s de la maison Tellier, de FÃ©camp, n'en reviennent pas. Pendant ce temps, Madame et ses cinq pensionnaires vont retrouver Ã  la campagne, le temps d'une fÃªte, leurs Ã©mois et leur innocence de petites filles...,A cÃ´tÃ© de ce chef-d'Å“uvre, huit autres nouvelles dÃ©ploient ici l'Ã©ventail du gÃ©nie de Maupassant. Petits employÃ©s parisiens, paysans timides, noceurs dÃ©sabusÃ©s, filles rouÃ©es ou naÃ¯ves : toute une humanitÃ©, oÃ¹ des surprenantes candeurs se mÃªlent Ã  la violence des appÃ©tits et des intÃ©rÃªts, est dÃ©peinte avec la couleur Ã©clatante et le rÃ©alisme vigoureux des toiles de Renoir, de Manet ou de Toulouse-Lautrec.",3.72,858,http://images.amazon.com/images/P/2253013455.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2253013455.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2253013455.01.LZZZZZZZ.jpg
1931514739,Ragnarok #1,Myong-Jin Yi,2002,Tokyopop,Sequential Art,"The winds of fate are blowing through the realm of Midgard. Ragnarok, the prophesized fall of the gods, is at hand. Fenris Fenrir knows Ragnarok must happen. She is on a desperate search to find the reincarnation of Balder, with whose help she can change the world. But if the Valkyries find him first, her quest may be over before it even begins.",3.45,553,http://images.amazon.com/images/P/1931514739.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1931514739.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1931514739.01.LZZZZZZZ.jpg
1574883348,This Kind of War: The Classic Korean War History,T. R. Fehrenbach,2001,Brassey's Inc,History,"Updated with maps, photographs, and battlefield diagrams, this special fiftieth anniversary edition of the classic history of the Korean War is a dramatic and hard-hitting account of the conflict written from the perspective of those who fought it. Partly drawn from official records, operations journals, and histories, it is based largely on the compelling personal narratives of the small-unit commanders and their troops. Unlike any other work on the Korean War, it provides both a clear panoramic overview and a sharply drawn ""you were there"" account of American troops in fierce combat against the North Korean and Chinese communist invaders. As Americans and North Koreans continue to face each other across the 38th Parallel, ,This Kind of War, commemorates the past and offers vital lessons for the future.",3.94,5614,http://images.amazon.com/images/P/1574883348.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1574883348.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1574883348.01.LZZZZZZZ.jpg
1400051290,The Sense of Being Stared At : And Other Unexplained Powers of the Human Mind,RUPERT SHELDRAKE,2004,Three Rivers Press,Science,"Most of us know it well--the almost physical sensation that we are the object of someoneâ€™s attention. Is the feeling all in our heads? What about related phenomena, such as telepathy and premonitions? Are they merely subjective beliefs? In ,The Sense of Being Stared At,, renowned biologist Rupert Sheldrake explores the intricacies of the mind and discovers that our perceptive abilities are stronger than most of us could have imagined.,Sheldrake argues persuasively in this compelling book that such phenomena are, in fact, real. He rejects the label of ""paranormal"" and shows how these psychic occurrences are in fact a normal part of human nature. Combining the tradition of pragmatic experimentation with a refusal to accept the conventional answers to explain such phenomena, Sheldrake pioneers an intriguing new inquiry into the mysteries of our deepest nature. Rigorously researched yet completely accessible, this groundbreaking book provides a refreshing new way of thinking about ourselves and our relationships with other people, animals, and the world around us.,There are 4 parts:,Part 1: Telepathy,Part 2: The Power of Attention,Part 3: Remote Viewing and Foreshadowings of the Future,Part 4: How does the 7th Sense Work?,The book begins by explaining how the ""Sixth Sense"" has already been claimed by biologists working on the electrical and magnetic senses of animals. Eels use electrical fields to sense objects around them, sharks and rays use similar fields to hunt, migratory birds and fish have a magnetic senses (biological compass), snakes have heat-sensing abilities, spiders detect web vibrations, etc.,Mr. Sheldrake explains how the 7th sense is biological, not supernatural. It extends beyond the body, though how is not exactly known. ""To brush aside what people have experienced is not to be scientific, but unscientific. Science is founded on empirical method..."" (experience and observation). ""But despite an impresssive accumulation of evidence, psychic research has never been accepted within institutional sciences. It has been kept on the margins as a result of powerful taboos against the ""paranormal."",""In the background lurks the archaic fear of witchcraft.""",3.76,408,http://images.amazon.com/images/P/1400051290.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400051290.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400051290.01.LZZZZZZZ.jpg
1591828716,Tokyo Babylon (Tokyo Babylon),Clamp,2004,TokyoPop,Sequential Art,"Tokyo. The cultural and economic hub of the Eastern world. Not unlike the legendary city of Babylon, its man-made tower stretches toward the heavens ... a symbol of its people's ambition and their indomitable spirit. Nowhere on Earth will you find such vanity ... or such beauty.,This is my home.,My name is Sumeragi Subaru, and I hunt the dead. Then I return them to peace.,No matter where my work leads me, I suspect I'll never leave Tokyo in spirit. But then again, it seems so few people do these days ...",3.91,2035,http://images.amazon.com/images/P/1591828716.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1591828716.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1591828716.01.LZZZZZZZ.jpg
1576750914,Peoplesmart: Developing Your Interpersonal Intelligence,"Mel, Ph.D. Silberman",2000,Berrett-Koehler Publishers,Nonfiction,"Everyone is in the people business, because all of us deal with other people all the time. Thats why its smart to reap the benefits of this eminently practical guide. ""PeopleSmart"" details the eight essential skills of interpersonal intelligence and provides a powerful plan for becoming more effective in every relationship -- with supervisors, coworkers, a spouse, family and friends. The authors present a realistic four-step plan for self-improvement. Theyll teach you to see the current depth of each skill in yourself, encourage you to develop it, provide clear suggestions for how to put it into action, and inspire you to live it every day. Nothing short of an interpersonal fitness plan complete with creative exercises, examples, and tools -- ""PeopleSmart"" will empower you to become the kind of person who can establish solid relationships, connect with others, and effectively link the their needs with what you have to offer.,""As e-commerce 'commoditizes the world, PeopleSmart is the preeminent intelligence. Seldom do you see scholars become this practical! Theoretically sound. Well researched. Very reader friendly!"", -- Stephen Covey, author of ""The Seven Habits of Highly Effective People""",3.6,209,http://images.amazon.com/images/P/1576750914.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1576750914.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1576750914.01.LZZZZZZZ.jpg
1585360651,Z Is for Zamboni: A Hockey Alphabet (Discover America State By State. Alphabet Series),Matt Napier,2002,Gale Group,Childrens,"In the mold of our very popular series of state alphabet books, we offer ,Z is for Zamboni, to hockey fans young and old across North America. Matt Napier's ""breakaway"" rhymes and ""hard-checking"" expository text team up with the ""top-shelf"" illustrations of Melanie Rose to elucidate this increasingly popular game for every beginning hockey aficionado. Highlighting rules, players, coaches, teams, and the history of the game, it is both fun and educational.",4.18,364,http://images.amazon.com/images/P/1585360651.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1585360651.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1585360651.01.LZZZZZZZ.jpg
1562471171,Molly's Cookbook: A Peek at Dining in the Past With Meals You Can Cook Today (American Girls Collection),Polly Athan,1994,Pleasant Company Publications,History,Easy recipes help girls make Molly's favorite foods. Plans for a 1940s-style slumber party and fun facts about cooking on the home front bring Molly's times to life.,4.2,76,http://images.amazon.com/images/P/1562471171.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1562471171.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1562471171.01.LZZZZZZZ.jpg
1578567785,"King's Ransom (Lemmons, Thom)",Jan Beazely,2004,Waterbrook Press,Historical,"
  ,The Faith to Face Tyranny,Faith to Face the Third Reich,Two Stories of Undaunted Courage,
,Set during the darkest days of World War II, ,Kingâ€™s Ransom, tells the heroic story of Tsar Boris III, King of Bulgaria, and his extraordinary efforts to save his countryâ€™s Jewish population from Hitlerâ€™s concentration camps. Aware of the price he might pay for his risks, Boris faced the Third Reich with courage and resolve, firm in his Christian convictions that would not permit him to abandon nearly 50,000 Jews. Boris, along with members of the Orthodox Church, Jewish religious leaders, and others, ultimately ensured that no Bulgarian Jews lost their lives to Hitlerâ€™s regime.,
  ,Based on a True Story,
,Historically accurate, Borisâ€™s quest to save Bulgariaâ€™s Jews is interwoven with the love story of Daria, the Jewish attendant to the Bulgarian royal family, and Dobri, a sergeant in the kingâ€™s guard. With courageous characters and passionate storytelling, ,Kingâ€™s Ransom, reveals how individuals acting on faith can change the course of history.",3.89,90,http://images.amazon.com/images/P/1578567785.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1578567785.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1578567785.01.LZZZZZZZ.jpg
8408039008,Melocotones Helados,Espido Freire,2001,Planeta Pub Corp,Fiction,"Elsa, una joven pintora, se ha visto obligada a abandonar su casa ante unas amenazas de muerte de las que desconoce la razÃ³n, y marcha a otra ciudad a vivir con su abuelo. En esa suerte de exilio que nadie desea tomar en serio, Elsa se adentra en las intrincadas relaciones humanas, que habÃ­a descuidado para dedicarse a la pintura, y se mueve entre la propia historia de su familia y, sobre todo, la de una prima con la que comparte nombre y apellidos. De ese modo se enfrenta a su fragilidad, a los errores, a la mezcla de identidades, a vivir una vida equivocada sin saberlo. Es posible que incluso al morir se produzcan confusiones?",3.17,666,http://images.amazon.com/images/P/8408039008.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8408039008.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8408039008.01.LZZZZZZZ.jpg
8437610346,"Ã?aque, o, De piojos y actores ;: Ay, Carmela! (Letras hispÃ¡nicas)",JosÃ© Sanchis Sinisterra,1991,CÃ¡tedra,Classics,"La trayectoria de este autor expresa una permanente voluntad de investigaciÃ³n en el teatro espaÃ±ol, sobre todo de los aspectos oscuros de la teatralidad. Ã‘aque es una lÃºcida reflexiÃ³n metateatral que viene a demostrar que la esencia del teatro reside en el encuentro entre el actor y el espectador. Ay, Carmela se convirtiÃ³ desde la noche de su estreno en uno de los Ã©xitos de los aÃ±os 80. Se trata de una crÃ³nica sentimental, emotiva y entraÃ±able de la memoria republicana de la Guerra Civil, pero tambiÃ©n es un cÃ¡lido homenaje a la dignidad artÃ­stica.",3.81,93,http://images.amazon.com/images/P/8437610346.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8437610346.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8437610346.01.LZZZZZZZ.jpg
1572304510,Without Conscience: The Disturbing World of the Psychopaths Among Us,Robert D. Hare,1999,The Guilford Press,Nonfiction,"Most people are both repelled and intrigued by the images of cold-blooded, conscienceless murderers that increasingly populate our movies, television programs, and newspaper headlines. With their flagrant criminal violation of society's rules, serial killers like Ted Bundy and John Wayne Gacy are among the most dramatic examples of the psychopath. Individuals with this personality disorder are fully aware of the consequences of their actions and know the difference between right and wrong, yet they are terrifyingly self-centered, remorseless, and unable to care about the feelings of others. Perhaps most frightening, they often seem completely normal to unsuspecting targets--and they do not always ply their trade by killing. Presenting a compelling portrait of these dangerous men and women based on 25 years of distinguished scientific research, Dr. Robert D. Hare vividly describes a world of con artists, hustlers, rapists, and other predators who charm, lie, and manipulate their way through life. Are psychopaths mad, or simply bad? How can they be recognized? And how can we protect ourselves? This book provides solid information and surprising insights for anyone seeking to understand this devastating condition.",4.06,10462,http://images.amazon.com/images/P/1572304510.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1572304510.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1572304510.01.LZZZZZZZ.jpg
1558535861,100 Secrets of the Smokies: A Guide to the Best Undiscovered Places in the Great Smoky Mountains Area (The Savvy Traveler's Guide),Randall Duckett,1998,Rutledge Hill Press,Travel,"This helpful guide provides visitors to the Great Smoky Mountains with ""Top Secret"" instructions on where to eat, where to stay, and how to avoid traffic gridlock in the area. Illustrated and indexed.",4.0,8,http://images.amazon.com/images/P/1558535861.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558535861.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558535861.01.LZZZZZZZ.jpg
1573223409,Faith: Trusting Your Own Deepest Experience,Sharon Salzberg,2003,Riverhead Books,Biography,"In this beautifully written work, one of America's most beloved meditation teachers offers discerning wisdom on understanding faith as a healing quality. Through the teachings of Buddha and insight gained from her lifelong spiritual quest, Salzberg provides us with a road map for cultivating a feeling of peace that can be practiced by anyone of any tradition.",3.87,2363,http://images.amazon.com/images/P/1573223409.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573223409.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573223409.01.LZZZZZZZ.jpg
1857992474,Kalashnikovs and Zombie Cucumbers: Travels in Mozambique,Nick Middleton,1995,Phoenix,Travel,"What makes people believe in vaccination against bullets, or in cannabalistic hitmen who cruise the night skies on bat-back? Nick Middleton travelled to Mozambique to find out.",4.0,39,http://images.amazon.com/images/P/1857992474.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1857992474.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1857992474.01.LZZZZZZZ.jpg
1857990129,The last disco in Outer Mongolia,Nick Middleton,1995,Phoenix,Nonfiction,"When Nick Middleton decided to visit Outer Mongolia, it took him five years to get a visa. And when he finally reached Ulan Bator - with no guide book, no map and no Mongolian - he found more than a few surprises.",3.73,51,http://images.amazon.com/images/P/1857990129.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1857990129.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1857990129.01.LZZZZZZZ.jpg
1581820089,"Manassas (Civil War Battle Series/James Reasoner, Bk 1)",James Reasoner,1999,Cumberland House Publishing,Historical,"Manassas"""", by James Reasoner, is the first novel in The Civil War Battles series based on the Brannon family of Culpeper County, Virginia. This initial volume describes the mood in the South prior to the outbreak of hostilities and follows one of the Brannon sons into the army and onto the scene of the first major battle of the war.""""",3.78,360,http://images.amazon.com/images/P/1581820089.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1581820089.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1581820089.01.LZZZZZZZ.jpg
1883011493,Crime Novels : American Noir of the 1950s : The Killer Inside Me / The Talented Mr. Ripley / Pick-up / Down There / The Real Cool Killers (Library of America),Jim Thompson,1997,Library of America,Fiction,"This ,Library of America, volume, with its companion devoted to the 1930s and 40s, presents a rich vein of modern American writing, works now being recognized for the powerful literary qualities and their unique, sometimes subversive role in shaping modern American language and culture.,The five novels here are authentic underground classics:,Published as a paperback original in 1952, Jim Thompsonâ€™s ,The Killer Inside Me,, is one of the most blistering and uncompromising crime novels ever written. Written from the point of view of an outwardly genial, privately murderous Texas sheriff, it explores the inner hell of a psychotic in daring and experimental style.,Patricia Highsmithâ€™s ,The Talented Mr. Ripley, (1955) likewise adopts a killerâ€™s perspective as she traces the European journey of an American con man with a taste for fine living and no conscience about how to attain it. Highsmithâ€™s gift for diabolical plotting is matched only by the cool irony of her characterizations.,In his nihilistic early novel ,Pick-Up, (1955), Charles Willeford follows the pilgrimage of two lost and self-destructive lovers through the depths of San Francisco, from cheap bars and rooming houses to psychiatric clinics and police stations.,David Goodisâ€™s ,Down There, (1956) is a moody, intensely lyrical novel of a musician fallen on hard times and caught up in his familyâ€™s criminal activities; it was adapted by FranÃ§ois Truffaut into the film Shoot the Piano Player.,With its gritty realism, unrestrained violence and frequently outrageous humor, ,The Real Cool Killers, (1959) is among the most powerful of Chester Himesâ€™s series of novels about the Harlem detectives Coffin Ed Johnson and Grave Digger Jones.,Each volume features newly researched biographies and notes, and an essay on textual selection.",4.37,447,http://images.amazon.com/images/P/1883011493.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1883011493.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1883011493.01.LZZZZZZZ.jpg
1570623465,Teachings of Rumi,Andrew Harvey,1999,Shambhala Publications,Religion,"Jelalludin Rumi (1207-1273) led the quiet life of an Islamic teacher in the central Anatolia (modern Turkey) until the age of thirty-seven, when he met a wandering dervish named Shams Tabrizâ€”through whom he encountered the Divine Presence in a way that utterly transformed him. The result of this epiphany was the greatest body of mystical poetry the world has ever seen, and the establishment of a spiritual movement that would eventually stretch from Africa to China, enduring to our own day. ,This collection of versions of Rumi by Andrew Harvey contains some of the master's most luminous verse, along with selections from his lesser-read prose works, with the aim of presenting a balanced view of his teaching that includes both the high-flying love of God and the rigorous path of discipline essential for those who seek it.",4.11,400,http://images.amazon.com/images/P/1570623465.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1570623465.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1570623465.01.LZZZZZZZ.jpg
8433966146,Patty Diphusa,Pedro Almodovar,1998,Anagrama,Fiction,"Patty Diphusa, estrella internacional (eso dice ella) de fotonovelas porno, es invitada por el director de un posmoderno magazine a relatar sus memorias. Patty no duerme nunca, con lo cual tiene muchas cosas que contar. Para ella, todo es noche; sus aventuras, casi siempre relacionadas con todas las variaciones sexuales imaginables y con todo tipo de drogas, le sirven para reflexionar, a su modo, sobre la condiciÃ³n humana. Porque aunque sus relatos estÃ©n llenos de felaciones, cunilingus, penetraciones por cualquier orificio, inauguraciones de galerÃ­as de arte, discotecas, taxis, fotonovelas porno, etc., en el fondo de todo ello nos encontramos con una muchacha que huye de la soledad, como cualquier persona, dotada de una capacidad inagotable para el placer y de ninguna capacidad para la decepciÃ³n. Una vitalista implacable. Fraguada en pleno auge de los 80, Patty refleja y distorsiona los dÃ­as y las noches madrileÃ±os, repletos de personajes que parecen un verdadero catÃ¡logo de traumas y vicios. Los Â«otros textosÂ» son una selecciÃ³n de los escritos que Pedro AlmodÃ³var hiciera para diarios y revistas. Sin pretenderlo el autor, todos juntos componen una verdadera autobiografÃ­a del director manchego, de su trayectoria, tanto personal como profesional.",3.34,887,http://images.amazon.com/images/P/8433966146.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8433966146.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8433966146.01.LZZZZZZZ.jpg
8426155596,Cuentos Por Telefono,Gianni Rodari,1984,Juventud,Childrens,"Ã‰rase una vez...,...una niÃ±a cuyo padre tenÃ­a que estar de viaje seis dÃ­as a la semana. Esta niÃ±a no podÃ­a dormirse sin que le contaran un cuento. Y cada noche, su padre la llamaba por telÃ©fono y le explicaba un cuento. Dicen que los cuentos eran tan buenos que hasta los operarios de la telefÃ³nica suspendÃ­an todas las llamadas para escucharlos. Y este es el libro de estos cuentos.,Gianni Rodari, es uno de los mejores autores de literatura infantil y su obra es reconocida en el mundo entero.",4.27,2924,http://images.amazon.com/images/P/8426155596.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8426155596.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8426155596.01.LZZZZZZZ.jpg
1591826845,"Snow Drop, Book 1",Choi Kyung-Ah,2004,Tokyopop,Sequential Art,"The Snow Drop nursery is So-Na's safe haven, but when the young girl's father forces her to enroll in a new high school, she is reminded that life in the outside world is no Garden of Eden. Luckily for her, her bad-boy friend, Ha-Da will be there to keep her company. But when So-Na sets eyes on the hunky Hae-Gi, her world gets turned upside down. As beautiful as he is moody, Hae-Gi might either be the blossom of love in So-Na's lonely life... or the thorn in her side.",3.79,512,http://images.amazon.com/images/P/1591826845.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1591826845.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1591826845.01.LZZZZZZZ.jpg
2070422100,Dojoji et autres nouvelles,Yukio Mishima,2002,Gallimard,Cultural,"De l'univers des geishas aux rites sacrificiels des samouraÃ¯s, de la cÃ©rÃ©monie du thÃ© Ã  la boutique d'un antiquaire, Mishima explore toutes les facettes d'un Japon mythique, entre lÃ©gende et tradition. D'une nouvelle Ã  l'autre, les situations tendrement ironiques cÃ´toient les drames les plus tragiques : que ce soit la jolie danseuse qui remet du rouge Ã  lÃ¨vres aprÃ¨s avoir renoncÃ© Ã  se dÃ©figurer avec de l'acide en souvenir de son amant, Masako, dÃ©sespÃ©rÃ©e, qui voit son rÃªve le plus cher lui Ã©chapper, ou l'Ã©pouse qui se saisit du poignard avec lequel son mari vient de se transpercer la gorge... ,Nouvelles extraites du recueil ""La mort en Ã©tÃ©"".",3.73,249,http://images.amazon.com/images/P/2070422100.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070422100.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070422100.01.LZZZZZZZ.jpg
1840461136,Introducing Plato,Dave Robinson,2000,Totem Books,Sequential Art,"Introducing Plato, begins by explaining how philosophers like Socrates and Pythagoras influenced Plato's thought. It provides a clear account of Plato's puzzling theory of knowledge, and explains how this theory then directed his provocative views on politics, ethics and individual liberty.",3.69,379,http://images.amazon.com/images/P/1840461136.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1840461136.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1840461136.01.LZZZZZZZ.jpg
1573441287,Odd Girl Out,Ann Bannon,2001,Cleis Press,Fiction,"In the 1950s, Ann Bannon broke through the shame and isolation typically portrayed in lesbian pulps, offering instead women characters who embraced their sexuality., ,With ,Odd Girl Out,, Bannon introduces Laura Landon, whose love affair with her college roommate Beth launched the lesbian pulp fiction genre.",3.56,2062,http://images.amazon.com/images/P/1573441287.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573441287.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573441287.01.LZZZZZZZ.jpg
2226135022,Oscar et la dame rose,Eric-Emmanuel Schmitt,2002,Albin Michel,Fiction,"Voici les lettres adressÃ©es Ã  Dieu par un enfant de dix ans. Elles ont Ã©tÃ© retrouvÃ©es par Mamie Rose, la Â« dame rose Â» qui vient lui rendre visite Ã  l'hÃ´pital pour enfants. Elles dÃ©crivent douze jours de la vie d'Oscar, douze jours cocasses et poÃ©tiques, douze jours pleins de personnages drÃ´les et Ã©mouvants. Ces douze jours seront peut-Ãªtre les douze derniers. Mais, grÃ¢ce Ã  Mamie Rose qui noue avec Oscar un trÃ¨s fort lien d'amour, ces douze jours deviendront lÃ©gende.",4.25,31810,http://images.amazon.com/images/P/2226135022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2226135022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2226135022.01.LZZZZZZZ.jpg
3518388746,Jugend Ohne Gott,Horvath,1991,Suhrkamp Verlag,Classics,"Der dritte Roman HorvÃ¡ths ist sein erfolgreichster. Er wurde 1937 verÃ¶ffentlicht und spielt in ebendieser Zeit. Die Gestapo nahm das Werk 1938 in die ""Liste des schÃ¤dlichen und unerwÃ¼nschten Schrifttums"" auf.Deutschland nach der MachtÃ¼bernahme der Nationalsozialisten: Ein junger Lehrer gerÃ¤t in BedrÃ¤ngnis, als er in einem SchÃ¼leraufsatz abfÃ¤llige Bemerkungen Ã¼ber ""Neger"" anstreicht. Der humanistisch denkende Lehrer spÃ¼rt, dass er sich dem faschistischen Zeitgeist beugen muss, wenn er seinen Pensionsanspruch nicht verlieren will.,Die Klasse fÃ¤hrt in ein Zeltlager, in dem die SchÃ¼ler zwecks WehrÃ¼bungen kampieren. Dort wird ein SchÃ¼ler hinterrÃ¼cks erschlagen. Der Verdacht fÃ¤llt auf einen Jungen, dessen Tagebuch der Lehrer heimlich aufgebrochen und gelesen hatte. Darin beschreibt der Junge seine Liebschaft mit der AnfÃ¼hrerin einer Jugendbande. Der Lehrer steckt in einem Gewissenskonflikt: HÃ¶rt er auf seine innere Stimme, erzÃ¤hlt von seinem Delikt und bringt sich damit um seine Anstellung - oder schweigt er. Es kommt zum Gerichtsprozess und der Lehrer muss Stellung beziehen.,Gemeinsam mit dem ""Klub"" einem kleinen, verschworenen Kreis von SchÃ¼lern versucht der Lehrer die Wahrheit Ã¼ber den Mord herauszufinden.",3.89,6456,http://images.amazon.com/images/P/3518388746.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3518388746.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3518388746.01.LZZZZZZZ.jpg
1570820317,Alice in Wonderland (Disney Classics),Mouse Works,1994,Random House Childrens Pub,Childrens,"Relive Walt Disney's 13th full-length animated feature. With every turn of a page, adventure unfolds to create memories that will last a lifetime.",4.34,8989,http://images.amazon.com/images/P/1570820317.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1570820317.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1570820317.01.LZZZZZZZ.jpg
